0.00036	396.00	0	0.00
0.00165	393.00	0	0.00
0.00515	394.00	0	0.00
0.01075	389.00	0	0.00
0.01529	398.00	0	0.00
0.02101	391.00	0	0.00
0.02559	397.00	0	0.00
0.03017	395.00	0	0.00
0.03576	390.00	0	0.00
0.04031	400.00	0	0.00
0.04601	392.00	0	0.00
0.05053	397.00	0	0.00
0.05507	394.00	0	0.00
0.06074	390.00	0	0.00
0.06530	399.00	0	0.00
0.07086	394.00	0	0.00
0.07543	404.00	0	0.00
0.08011	410.00	0	0.00
0.08580	415.00	0	0.00
0.09026	429.00	0	0.00
0.09578	427.00	0	0.00
0.10023	437.00	0	0.00
0.10578	437.00	0	0.00
0.11023	437.00	0	0.00
0.11578	446.00	0	0.00
0.12046	438.00	0	0.00
0.12505	447.00	0	0.00
0.13057	446.00	0	0.00
0.13502	444.00	0	0.00
0.14055	452.00	0	0.00
0.14508	445.00	0	0.00
0.15060	450.00	0	0.00
0.15506	448.00	0	0.00
0.16058	447.00	0	0.00
0.16503	452.00	0	0.00
0.17055	447.00	0	0.00
0.17602	450.00	0	0.00
0.18045	451.00	0	0.00
0.18601	446.00	0	0.00
0.19044	452.00	0	0.00
0.19595	447.00	0	0.00
0.20038	451.00	0	0.00
0.20588	449.00	0	0.00
0.21034	446.00	0	0.00
0.21586	450.00	0	0.00
0.22030	444.00	0	0.00
0.22505	450.00	0	0.00
0.23060	446.00	0	0.00
0.23502	444.00	0	0.00
0.24052	448.00	0	0.00
0.24602	440.00	0	0.00
0.25046	448.00	0	0.00
0.25596	444.00	0	0.00
0.26040	438.00	0	0.00
0.26590	436.00	0	0.00
0.27036	419.00	0	0.00
0.27586	392.00	0	0.00
0.28030	365.00	0	0.00
0.28580	336.00	0	0.00
0.29024	321.00	0	0.00
0.29574	294.00	0	0.00
0.30018	283.00	0	0.00
0.30570	268.00	0	0.00
0.31025	254.00	0	0.00
0.31596	251.00	0	0.00
0.32054	241.00	0	0.00
0.32523	245.00	0	0.00
0.33084	244.00	0	0.00
0.33531	240.00	0	0.00
0.34081	246.00	0	0.00
0.34528	239.00	0	0.00
0.35078	243.00	0	0.00
0.35522	242.00	0	0.00
0.36075	240.00	0	0.00
0.36519	244.00	0	0.00
0.37074	238.00	0	0.00
0.37518	244.00	0	0.00
0.38079	243.00	0	0.00
0.38532	239.00	0	0.00
0.39085	244.00	0	0.00
0.39529	240.00	0	0.00
0.40082	243.00	0	0.00
0.40525	245.00	0	0.00
0.41078	243.00	0	0.00
0.41522	251.00	0	0.00
0.42075	246.00	0	0.00
0.42521	251.00	0	0.00
0.43076	249.00	0	0.00
0.43521	245.00	0	0.00
0.44076	252.00	0	0.00
0.44520	251.00	0	0.00
0.45070	268.00	0	0.00
0.45521	281.00	0	0.00
0.46082	296.00	1	0.00
0.46530	323.00	0	0.00
0.47081	347.00	0	0.00
0.47529	382.00	0	0.00
0.48080	404.00	0	0.00
0.48528	409.00	0	0.00
0.49079	424.00	0	0.00
0.49527	421.00	0	0.00
0.50073	430.00	0	0.00
0.50531	430.00	0	0.00
0.51087	430.00	0	0.00
0.51546	438.00	0	0.00
0.52013	430.00	0	0.00
0.52581	434.00	0	0.00
0.53033	435.00	0	0.00
0.53595	432.00	0	0.00
0.54048	441.00	0	0.00
0.54611	435.00	0	0.00
0.55061	436.00	0	0.00
0.55511	437.00	0	0.00
0.56073	435.00	0	0.00
0.56523	442.00	0	0.00
0.57086	436.00	0	0.00
0.57537	439.00	0	0.00
0.58004	432.00	0	0.00
0.58564	415.00	1	0.00
0.59021	391.00	0	0.00
0.59584	346.00	0	0.00
0.60043	326.00	0	0.00
0.60595	300.00	0	0.00
0.61047	277.00	0	0.00
0.61600	266.00	0	0.00
0.62054	249.00	0	0.00
0.62503	250.00	0	0.00
0.63096	248.00	0	0.00
0.63551	242.00	0	0.00
0.64009	247.00	0	0.00
0.64594	238.00	0	0.00
0.65069	239.00	0	0.00
0.65561	238.00	0	0.00
0.66035	232.00	0	0.00
0.66600	236.00	0	0.00
0.67057	229.00	0	0.00
0.67512	234.00	0	0.00
0.68078	232.00	0	0.00
0.68528	229.00	0	0.00
0.69090	235.00	0	0.00
0.69542	228.00	0	0.00
0.70106	232.00	0	0.00
0.70557	233.00	0	0.00
0.71007	233.00	0	0.00
0.71570	242.00	0	0.00
0.72023	241.00	0	0.00
0.72587	262.00	1	0.00
0.73037	284.00	0	0.00
0.73605	309.00	0	0.00
0.74053	345.00	0	0.00
0.74515	367.00	0	0.00
0.75075	410.00	0	0.00
0.75533	426.00	0	0.00
0.76092	432.00	0	0.00
0.76576	444.00	0	0.00
0.77041	441.00	0	0.00
0.77500	224.00	0	0.00
0.78052	450.00	0	0.00
0.78508	449.00	0	0.00
0.79063	452.00	0	0.00
0.79516	444.00	0	0.00
0.80071	450.00	0	0.00
0.80526	448.00	0	0.00
0.81083	445.00	0	0.00
0.81540	450.00	0	0.00
0.82096	443.00	0	0.00
0.82550	449.00	0	0.00
0.83001	443.00	0	0.00
0.83566	440.00	0	0.00
0.84021	442.00	0	0.00
0.84587	408.00	1	0.00
0.85042	371.00	0	0.00
0.85510	337.00	0	0.00
0.86081	301.00	0	0.00
0.86544	287.00	0	0.00
0.87098	260.00	0	0.00
0.87551	251.00	0	0.00
0.88106	247.00	0	0.00
0.88559	242.00	0	0.00
0.89005	246.00	0	0.00
0.89566	241.00	0	0.00
0.90013	245.00	0	0.00
0.90580	244.00	0	0.00
0.91027	240.00	0	0.00
0.91588	245.00	0	0.00
0.92038	238.00	0	0.00
