0.05	0.02	6.985664367675781e-05
0.05	0.03	0.10095357894897461
0.04	0.05	0.2007310390472412
0.04	0.05	0.300520658493042
0.03	0.04	0.40030670166015625
0.05	0.04	0.500077486038208
0.04	0.04	0.6009349822998047
0.05	0.05	0.7007255554199219
0.04	0.04	0.8005127906799316
0.04	0.04	0.9003396034240723
0.06	0.05	1.00014328956604
0.05	0.05	1.1009986400604248
0.04	0.05	1.2009577751159668
0.04	0.05	1.3010544776916504
0.05	0.05	1.400428295135498
0.04	0.05	1.5004799365997314
0.05	0.05	1.600865364074707
0.04	0.05	1.7009570598602295
0.04	0.05	1.8003735542297363
0.04	0.04	1.9004507064819336
0.05	0.04	2.000314474105835
0.04	0.04	2.100724220275879
0.05	0.04	2.2009081840515137
0.04	0.04	2.3001794815063477
0.04	0.04	2.4003679752349854
0.04	0.04	2.5007505416870117
0.05	0.04	2.6008200645446777
0.05	0.05	2.700113534927368
0.05	0.05	2.800222396850586
0.05	0.05	2.9005351066589355
0.05	0.05	3.0006566047668457
0.05	0.05	3.1010124683380127
0.05	0.05	3.2000415325164795
0.05	0.05	3.300367832183838
0.04	0.05	3.4004952907562256
0.06	0.05	3.5007972717285156
0.05	0.05	3.6009554862976074
0.04	0.05	3.700157880783081
0.05	0.05	3.8003041744232178
0.04	0.04	3.9005744457244873
0.04	0.04	4.000729560852051
0.03	0.04	4.101044178009033
0.04	0.04	4.200144052505493
0.04	0.04	4.300419807434082
0.03	0.04	4.400562047958374
0.05	0.04	4.500832557678223
0.04	0.04	4.601014852523804
0.05	0.05	4.7002339363098145
0.04	0.04	4.800554275512695
0.05	0.04	4.900818109512329
0.04	0.04	5.001014232635498
