163.80	0.18	0.02	0.88	-0.59	-0.70	1.46	1.9073486328125e-05
162.30	0.22	0.02	0.78	-0.53	-0.77	1.53	0.01804971694946289
158.50	0.28	0.02	0.80	-0.22	0.81	0.62	0.10079360008239746
163.10	0.22	-0.04	0.97	-0.31	0.47	0.26	0.20038866996765137
158.60	0.30	-0.02	1.04	2.17	-1.79	0.01	0.3002936840057373
152.50	0.32	0.03	0.93	0.15	-0.24	-0.98	0.40099072456359863
146.00	0.24	0.13	1.08	0.95	0.14	-0.66	0.500718355178833
140.10	0.06	0.20	0.95	0.08	0.27	1.21	0.6006529331207275
136.50	0.03	0.21	1.03	0.37	-0.36	2.50	0.7001919746398926
217.80	0.21	0.12	0.86	-1.50	0.55	2.56	0.8006460666656494
188.10	0.25	0.06	0.85	-1.21	-0.24	1.39	0.9005794525146484
180.30	0.29	0.09	0.91	-1.60	-0.10	1.19	1.0008165836334229
171.50	0.30	0.04	0.98	-1.41	-0.93	-0.50	1.1006009578704834
186.50	0.31	0.00	0.98	-0.89	0.76	-1.94	1.2001953125
152.20	0.12	0.01	0.98	-1.93	-2.80	-1.40	1.3003711700439453
170.50	0.12	0.04	0.97	0.81	0.36	-0.66	1.4000279903411865
164.70	0.22	-0.02	0.74	-0.34	1.95	0.15	1.5003471374511719
160.30	0.30	0.01	0.86	0.22	0.33	0.16	1.60030198097229
1199.20	0.27	-0.05	0.99	1.44	-1.59	-0.21	1.7007288932800293
1199.20	0.27	0.10	1.07	1.08	-0.16	-1.24	1.8003907203674316
312.60	0.11	0.16	1.16	0.92	0.40	-0.07	1.9010632038116455
302.50	0.12	0.20	0.93	0.37	-0.31	0.57	2.0000269412994385
294.40	0.14	0.13	0.89	-1.57	2.58	2.82	2.10052227973938
269.80	0.14	0.01	0.85	-2.44	-0.37	2.01	2.200566530227661
262.50	0.21	0.13	0.90	-1.27	-2.34	0.72	2.3002374172210693
188.70	0.31	0.04	0.87	-1.95	-1.02	-0.96	2.400542974472046
339.80	0.22	0.02	1.05	-1.60	-1.27	-2.03	2.500774621963501
95.60	0.19	0.01	1.05	-0.83	1.01	-3.24	2.6002914905548096
320.50	0.12	-0.03	1.01	-0.31	0.40	-2.11	2.7004313468933105
313.20	0.11	-0.06	0.90	-0.29	0.61	-2.17	2.8009278774261475
306.10	0.27	0.03	0.71	0.40	-0.84	-1.61	2.9009974002838135
301.20	0.27	0.02	0.83	-0.14	0.75	-1.85	3.0006449222564697
293.00	0.26	-0.03	0.98	0.76	0.08	-0.20	3.100008010864258
262.80	0.31	0.00	1.03	-1.05	-0.60	-2.20	3.201018810272217
250.90	0.21	0.08	1.02	2.13	2.30	-1.37	3.3002734184265137
242.50	0.17	0.12	0.90	0.27	-1.32	0.56	3.401007890701294
234.60	0.05	0.18	1.05	-0.74	1.50	2.31	3.5001399517059326
227.20	0.22	0.06	0.80	-1.27	-1.69	2.11	3.6009509563446045
241.20	0.21	0.10	0.89	-1.15	-1.50	1.37	3.7002599239349365
234.30	0.37	0.16	0.88	-0.62	-3.51	2.98	3.8003954887390137
235.80	0.22	0.10	1.06	-1.34	-1.82	3.06	3.9001359939575195
231.90	0.13	-0.03	1.11	0.35	-0.40	1.44	4.000003337860107
1200.10	0.16	-0.04	0.92	1.63	-2.58	1.21	4.10066032409668
1200.20	0.16	-0.02	0.98	0.09	1.79	-0.46	4.200344800949097
1200.20	0.30	-0.06	0.72	-0.21	1.15	0.05	4.300016164779663
1200.20	0.36	-0.01	0.88	-0.01	1.78	-1.48	4.400745868682861
1200.20	0.35	0.00	0.98	-0.28	-0.31	0.19	4.500808477401733
1200.20	0.38	0.00	0.96	-0.34	0.56	-0.66	4.600709915161133
1200.10	0.19	0.15	1.09	0.35	0.79	-0.69	4.700379848480225
1200.10	0.19	0.15	0.81	0.31	-1.50	2.14	4.800041913986206
1200.00	0.14	0.13	0.94	-1.18	1.02	4.41	4.9007649421691895
295.30	0.27	0.04	0.93	0.12	1.29	2.84	5.000417232513428
285.50	0.17	0.11	1.38	-1.58	-3.15	1.11	5.1005027294158936
330.90	0.25	0.03	1.06	-3.59	-6.41	-0.89	5.200062036514282
1200.00	0.24	-0.02	0.77	-3.96	-8.47	-1.59	5.300105810165405
1200.10	0.23	-0.03	0.65	-1.78	-3.04	-1.42	5.400824546813965
1200.20	0.25	-0.07	0.61	-0.50	1.92	-0.93	5.500502347946167
121.20	0.23	-0.08	0.87	2.60	4.95	0.40	5.600174427032471
287.00	0.35	-0.07	0.98	1.89	5.02	-0.14	5.700754165649414
282.60	0.32	0.01	0.91	2.88	4.03	1.27	5.800428867340088
276.00	0.34	0.00	0.65	0.94	3.00	1.84	5.900866270065308
271.00	0.26	-0.05	0.77	0.21	2.08	1.20	6.000898599624634
222.50	0.52	-0.04	1.16	2.15	1.90	-2.36	6.100638151168823
216.40	0.21	0.05	1.28	2.52	0.08	-3.89	6.200761556625366
207.40	0.04	0.16	1.05	-0.54	1.35	-1.88	6.300518035888672
198.30	0.10	0.21	0.96	-0.63	1.74	0.83	6.400885820388794
165.60	0.08	0.14	0.98	-2.85	0.68	2.96	6.500652074813843
160.80	0.06	0.03	0.81	-0.50	-0.18	1.57	6.600641250610352
150.20	0.25	-0.01	0.49	-1.25	0.10	-1.19	6.70039439201355
140.80	0.30	0.01	0.93	-2.38	-0.26	-2.67	6.8005616664886475
201.90	0.37	0.09	1.00	-2.46	-2.08	0.93	6.900146722793579
195.40	0.25	-0.10	1.24	-1.89	3.28	-3.79	7.00019097328186
1200.20	0.22	-0.14	1.15	0.08	-0.13	-1.62	7.100862979888916
1200.20	0.05	-0.03	1.15	-2.69	-3.15	-0.54	7.2005393505096436
1200.10	0.06	0.03	0.71	-1.88	-2.36	-1.32	7.300210475921631
1200.10	0.17	0.04	0.32	1.56	-0.21	2.40	7.4009480476379395
1200.10	0.11	0.04	0.65	2.85	1.31	5.14	7.500607490539551
1200.10	0.32	-0.10	1.03	-1.50	-0.27	2.21	7.6002607345581055
267.10	0.45	-0.11	1.32	-0.42	1.06	-1.38	7.700987339019775
253.90	0.27	-0.03	1.42	2.53	3.24	-3.72	7.8005006313323975
369.00	0.20	0.20	0.95	0.90	-3.83	-1.27	7.900306940078735
357.40	0.05	0.30	1.20	1.15	-1.71	4.53	8.000436305999756
223.60	0.08	0.11	0.86	-1.92	-1.92	4.15	8.10094928741455
214.80	0.09	0.02	0.76	-0.09	-0.89	1.64	8.200090646743774
205.90	0.21	-0.01	0.48	1.90	0.50	0.37	8.300806283950806
198.40	0.26	0.07	0.65	-0.73	-1.60	-0.66	8.401005268096924
192.30	0.38	0.11	0.92	-2.44	1.27	-1.26	8.500761985778809
185.90	0.27	0.09	1.22	3.10	8.89	-0.15	8.600152254104614
148.90	0.03	0.09	1.68	4.78	4.38	-1.13	8.700231313705444
136.30	0.06	0.01	1.47	0.66	-4.12	1.06	8.800355911254883
190.10	0.10	-0.06	1.16	-5.40	-6.97	-1.87	8.900766134262085
143.30	0.22	0.05	0.68	-4.89	-6.36	-2.27	9.000043869018555
165.40	0.26	0.05	0.34	-3.79	-7.10	0.64	9.100836038589478
128.70	0.24	0.05	0.17	-0.08	-0.64	3.27	9.200791358947754
125.90	0.37	-0.03	0.35	-1.26	5.18	-1.29	9.300737857818604
130.60	0.32	0.04	0.88	-0.87	3.56	-0.30	9.400569677352905
1200.00	0.47	-0.02	1.12	0.56	4.40	-1.85	9.500648498535156
1200.00	0.41	0.19	1.31	3.12	7.17	2.92	9.600551128387451
270.70	0.19	0.13	1.66	2.48	2.63	-1.47	9.700357437133789
259.00	0.18	0.28	1.45	2.65	-3.74	4.96	9.800078392028809
244.90	0.16	0.17	1.22	-4.41	-7.80	1.15	9.900185823440552
231.90	0.22	0.19	0.83	-4.96	-7.92	2.47	10.000536680221558
219.90	0.13	0.13	0.58	-5.38	-2.49	1.02	10.100131273269653
210.60	0.30	0.04	0.22	-3.05	3.56	-0.87	10.200074911117554
205.10	0.34	-0.03	0.36	0.63	6.53	-1.17	10.300534009933472
115.70	0.07	-0.02	0.99	-2.41	8.83	-1.71	10.400690793991089
269.40	0.19	-0.05	1.20	6.69	10.60	-0.02	10.500952243804932
70.70	-0.02	0.11	1.60	4.85	7.91	-2.81	10.600645303726196
235.60	0.14	0.09	1.39	1.17	-3.34	-2.93	10.700406312942505
116.00	0.13	0.18	0.95	-1.71	-8.65	0.83	10.80020523071289
240.70	0.11	0.14	0.77	-4.55	-6.02	0.66	10.900485515594482
215.80	0.22	0.05	0.41	-1.09	-3.47	2.82	11.000574111938477
224.00	0.35	0.03	0.62	-0.04	1.29	1.53	11.100279808044434
43.70	0.30	0.04	0.80	1.92	3.44	-0.90	11.200478076934814
187.90	0.08	0.32	1.13	1.83	9.27	-0.20	11.300939798355103
179.50	0.06	0.25	1.37	2.45	7.56	-3.47	11.40011191368103
169.50	0.14	0.31	1.33	-0.39	-2.51	4.40	11.500913858413696
160.10	0.18	0.18	0.97	-4.64	-5.27	4.65	11.60005521774292
150.10	0.10	0.14	0.70	-3.50	-6.27	6.11	11.700773000717163
138.70	0.19	-0.02	0.51	-4.42	-1.24	0.37	11.800962209701538
128.80	0.28	-0.02	0.51	-3.17	-1.58	-1.49	11.900437593460083
117.30	0.14	0.05	0.99	1.18	0.96	-1.99	12.000411033630371
107.40	0.05	0.04	1.24	3.23	7.37	-3.28	12.100767374038696
97.60	-0.09	-0.14	1.41	1.28	5.98	-3.95	12.200541019439697
92.90	0.14	0.10	1.18	-2.14	-2.95	-0.53	12.300811290740967
229.60	0.07	0.05	0.83	-2.74	-3.21	-2.08	12.400792598724365
231.10	0.15	-0.07	0.57	-2.06	-4.65	-0.81	12.500563383102417
291.10	0.31	-0.03	0.60	-0.49	-2.93	-0.47	12.600202560424805
283.00	0.14	0.02	0.96	1.73	-1.78	2.86	12.700064897537231
167.50	0.12	0.10	1.02	4.10	3.14	1.83	12.800485372543335
236.60	-0.09	0.28	1.23	4.68	5.08	3.30	12.900545358657837
219.50	0.03	0.31	1.34	1.85	0.85	4.53	13.000381708145142
207.90	0.05	0.12	1.06	-5.51	-2.50	3.29	13.100287914276123
141.90	0.05	0.04	0.77	-5.01	-4.70	3.21	13.200591802597046
189.00	0.11	0.01	0.53	-1.27	-3.35	2.02	13.300222635269165
176.10	0.31	0.01	0.59	1.04	0.01	-1.22	13.40047311782837
164.10	0.31	0.16	0.95	1.40	-0.80	0.24	13.500014305114746
152.00	0.17	-0.01	1.37	2.37	3.59	-2.62	13.600947618484497
141.20	0.18	-0.04	1.31	1.01	2.81	-1.15	13.700104713439941
130.40	0.19	-0.05	1.07	-3.82	-1.75	-2.47	13.80076265335083
120.10	0.13	0.03	0.44	1.09	-5.35	-1.50	13.900785684585571
122.30	0.22	-0.05	0.34	-0.61	-4.63	-0.37	14.000208616256714
113.30	0.20	0.09	0.76	0.07	1.42	-3.47	14.100838422775269
105.40	0.11	0.25	1.00	0.27	6.65	-0.60	14.200935125350952
94.60	0.12	0.26	1.30	1.56	6.56	2.84	14.300563097000122
435.70	0.09	0.26	1.38	0.32	0.53	2.99	14.40090012550354
73.10	0.05	0.13	0.98	-4.09	-4.95	3.59	14.50102710723877
417.60	0.10	0.03	0.54	-4.21	-4.05	2.49	14.600914001464844
407.90	0.17	-0.03	0.43	-3.87	2.48	-3.97	14.700005531311035
398.80	0.27	0.04	0.66	1.23	1.11	0.76	14.800222873687744
1200.00	0.32	0.11	1.15	-0.10	2.90	0.95	14.900818586349487
378.50	0.15	-0.05	1.25	-0.72	0.85	1.46	15.000829935073853
367.40	-0.11	-0.01	1.35	1.05	1.63	-0.54	15.100820541381836
355.40	-0.04	-0.07	1.33	0.48	-1.23	-2.92	15.200918674468994
282.40	0.18	-0.09	0.91	-3.89	-2.03	-4.35	15.30026125907898
280.30	0.12	0.01	0.53	1.40	-7.24	-2.32	15.400643825531006
269.70	0.24	0.05	0.59	-0.60	-0.38	-2.29	15.501001596450806
260.00	0.26	0.06	0.90	0.76	0.01	-0.10	15.600729703903198
236.30	0.28	0.13	1.05	2.06	7.24	0.24	15.700951337814331
226.80	0.06	0.08	1.40	-0.92	5.85	-1.18	15.800787687301636
201.10	0.03	0.25	1.45	1.98	-0.43	3.93	15.90006685256958
192.40	0.10	0.01	0.91	-3.86	-1.45	1.05	16.001041412353516
193.30	0.16	-0.03	0.54	-2.29	-2.80	1.08	16.100570917129517
184.90	0.19	0.02	0.49	-0.90	-1.30	-0.84	16.200089693069458
175.00	0.39	0.05	0.62	-0.11	2.25	-0.02	16.300145387649536
153.00	0.24	0.11	1.13	-0.24	4.60	2.13	16.400779247283936
139.90	0.08	-0.00	1.35	1.09	3.83	1.36	16.500041961669922
127.90	-0.16	0.00	1.53	-0.21	2.56	-1.46	16.60069251060486
118.60	-0.15	0.00	1.18	-0.47	-2.63	-0.58	16.700626134872437
111.80	0.07	0.02	0.72	0.08	-1.02	-4.15	16.8010573387146
115.70	-0.05	0.13	0.77	-0.12	-3.60	-0.53	16.901060581207275
108.90	0.16	0.02	0.59	-0.61	-0.76	2.72	17.00023913383484
101.40	0.32	-0.13	0.86	-2.51	-0.08	1.00	17.100111484527588
120.60	0.25	-0.04	1.11	-0.13	-0.41	1.88	17.200623512268066
107.40	-0.10	0.15	1.31	0.87	0.24	-1.34	17.30008339881897
99.60	-0.08	0.37	1.12	2.98	-2.21	2.16	17.400898456573486
93.40	0.04	0.17	0.83	-2.56	1.32	1.48	17.500706434249878
85.40	0.06	0.06	0.84	-1.94	-1.41	1.82	17.60078716278076
77.90	0.09	0.04	0.74	-1.58	0.07	-0.42	17.70040202140808
72.30	0.17	0.06	0.65	-1.16	0.71	2.20	17.800602436065674
71.20	0.16	0.08	1.13	-1.85	2.48	2.79	17.900457859039307
68.00	0.16	0.03	1.12	1.15	-2.40	0.56	18.000248193740845
100.80	0.09	0.13	1.26	3.44	-2.66	-0.08	18.100946187973022
90.10	-0.03	-0.06	1.22	0.16	-2.25	-0.41	18.200389623641968
81.10	0.12	0.01	0.95	-0.94	-1.95	1.16	18.300248861312866
72.80	0.14	0.08	0.67	-0.14	0.57	3.15	18.40062165260315
65.60	0.16	0.05	0.74	1.64	-0.73	3.86	18.500534534454346
59.50	0.23	-0.34	1.00	-0.01	-1.11	-2.01	18.600040435791016
201.80	-0.00	-0.42	1.39	1.08	-4.15	-10.43	18.70024847984314
189.60	-0.15	-0.07	1.07	1.67	-5.06	-16.28	18.80019783973694
185.00	0.02	0.51	0.93	-4.08	-11.39	-21.95	18.900500297546387
1199.10	0.04	0.34	0.88	-7.13	-1.74	-20.19	19.000532388687134
1199.10	0.34	0.32	0.65	-3.71	2.83	-15.60	19.10017704963684
1199.10	0.27	0.36	0.89	-2.16	-0.18	-12.34	19.200857400894165
74.30	0.35	0.28	0.93	-2.89	0.42	-6.13	19.30045461654663
78.20	0.28	0.35	1.14	-0.63	1.21	-6.01	19.40040612220764
1199.00	0.18	0.08	0.88	1.61	-1.49	-1.43	19.50080132484436
1199.20	0.02	0.07	1.10	3.14	-0.21	2.88	19.600791454315186
