0.0050
0.0509	212.0000	4.0000
0.1011	292.0000	4.0000
0.1516	402.0000	4.0000
0.2021	435.0000	4.0000
0.2523	437.0000	4.0000
0.3025	423.0000	4.0000
0.3533	386.0000	4.0000
0.4041	231.0000	4.0000
0.4547	190.0000	4.0000
0.5056	185.0000	4.0000
0.9848	195.0000	4.0000
1.0355	260.0000	4.0000
1.0858	406.0000	4.0000
1.1379	427.0000	4.0000
1.1887	195.0000	4.0000
1.2390	203.0000	4.0000
1.2896	188.0000	4.0000
1.3399	188.0000	4.0000
1.3903	202.0000	4.0000
1.4408	373.0000	4.0000
1.4910	424.0000	4.0000
1.5419	413.0000	4.0000
1.5927	230.0000	4.0000
1.6433	193.0000	4.0000
1.6934	192.0000	4.0000
1.7435	200.0000	4.0000
1.7939	361.0000	4.0000
1.8443	425.0000	4.0000
1.8946	405.0000	4.0000
1.9447	231.0000	4.0000
1.9957	187.0000	4.0000
2.0462	188.0000	4.0000
2.0968	245.0000	4.0000
2.1475	405.0000	4.0000
2.1981	421.0000	4.0000
2.2482	293.0000	4.0000
2.2984	194.0000	4.0000
2.3488	192.0000	4.0000
2.3995	219.0000	4.0000
2.4505	395.0000	4.0000
2.5008	419.0000	4.0000
2.5518	305.0000	4.0000
2.6022	190.0000	4.0000
2.6531	188.0000	4.0000
2.7039	230.0000	4.0000
2.7539	405.0000	4.0000
2.8045	418.0000	4.0000
2.8548	258.0000	4.0000
2.9058	193.0000	4.0000
2.9563	193.0000	4.0000
3.0074	261.0000	4.0000
3.0575	410.0000	4.0000
3.1078	412.0000	4.0000
3.1585	235.0000	4.0000
3.2095	187.0000	4.0000
3.2602	189.0000	4.0000
3.3408	407.0000	4.0000
3.3919	417.0000	4.0000
3.4420	237.0000	4.0000
3.4925	193.0000	4.0000
3.5436	194.0000	4.0000
3.5937	294.0000	4.0000
3.6440	417.0000	4.0000
3.6943	400.0000	4.0000
3.7453	205.0000	4.0000
3.7960	186.0000	4.0000
3.8468	193.0000	4.0000
3.8973	362.0000	4.0000
3.9475	419.0000	4.0000
3.9983	343.0000	4.0000
4.0493	195.0000	4.0000
4.1002	192.0000	4.0000
4.1504	233.0000	4.0000
4.2010	404.0000	4.0000
4.2514	412.0000	4.0000
4.3015	236.0000	4.0000
4.3525	186.0000	4.0000
4.4026	189.0000	4.0000
4.4526	327.0000	4.0000
4.5031	417.0000	4.0000
4.5538	364.0000	4.0000
4.6047	195.0000	4.0000
4.6549	192.0000	4.0000
4.7050	233.0000	4.0000
4.7560	404.0000	4.0000
4.8060	406.0000	4.0000
4.8569	210.0000	4.0000
4.9074	186.0000	4.0000
4.9818	285.0000	4.0000
5.0325	412.0000	4.0000
5.0833	381.0000	4.0000
5.1337	196.0000	4.0000
5.1838	192.0000	4.0000
5.2342	250.0000	4.0000
5.2843	409.0000	4.0000
5.3348	390.0000	4.0000
5.3848	198.0000	4.0000
5.4352	187.0000	4.0000
5.4858	241.0000	4.0000
5.5455	412.0000	4.0000
5.5960	344.0000	4.0000
5.6464	194.0000	4.0000
5.6969	193.0000	4.0000
5.7474	318.0000	4.0000
5.7975	487.0000	4.0000
5.8482	337.0000	4.0000
5.8990	189.0000	4.0000
5.9494	189.0000	4.0000
5.9996	315.0000	4.0000
6.0501	414.0000	4.0000
6.1007	330.0000	4.0000
6.1510	194.0000	4.0000
6.2020	193.0000	4.0000
6.2521	306.0000	4.0000
6.3030	414.0000	4.0000
6.3533	351.0000	4.0000
6.4043	190.0000	4.0000
6.4544	188.0000	4.0000
6.5048	305.0000	4.0000
6.5558	414.0000	4.0000
6.6061	329.0000	4.0000
6.6564	193.0000	4.0000
6.7071	193.0000	4.0000
6.7580	323.0000	4.0000
6.8081	413.0000	4.0000
6.8583	325.0000	4.0000
6.9088	189.0000	4.0000
6.9594	189.0000	4.0000
7.0099	329.0000	4.0000
7.0602	413.0000	4.0000
7.1105	292.0000	4.0000
7.1860	190.0000	4.0000
7.2370	220.0000	4.0000
7.2875	400.0000	4.0000
7.3376	397.0000	4.0000
7.3887	202.0000	4.0000
7.4395	187.0000	4.0000
7.4898	221.0000	4.0000
7.5407	401.0000	4.0000
7.5916	401.0000	4.0000
7.6418	201.0000	4.0000
7.6919	191.0000	4.0000
7.7457	239.0000	4.0000
7.7958	402.0000	4.0000
7.8461	397.0000	4.0000
7.8963	242.0000	4.0000
7.9466	186.0000	4.0000
7.9972	209.0000	4.0000
8.0482	398.0000	4.0000
8.0992	408.0000	4.0000
8.1495	207.0000	4.0000
8.1997	191.0000	4.0000
8.2499	200.0000	4.0000
8.3009	382.0000	4.0000
8.3518	414.0000	4.0000
8.4025	252.0000	4.0000
8.4528	187.0000	4.0000
8.5030	189.0000	4.0000
8.5532	329.0000	4.0000
8.6041	417.0000	4.0000
8.6542	368.0000	4.0000
8.7053	195.0000	4.0000
8.7554	191.0000	4.0000
8.8054	221.0000	4.0000
8.8562	400.0000	4.0000
8.9067	412.0000	4.0000
8.9575	238.0000	4.0000
9.0079	186.0000	4.0000
9.0596	189.0000	4.0000
9.1105	332.0000	4.0000
9.1614	417.0000	4.0000
9.2124	378.0000	4.0000
9.2629	197.0000	4.0000
9.3135	191.0000	4.0000
9.3886	323.0000	4.0000
9.4390	417.0000	4.0000
9.4892	378.0000	4.0000
9.5401	193.0000	4.0000
9.5910	188.0000	4.0000
9.6413	234.0000	4.0000
9.6923	407.0000	4.0000
9.7427	407.0000	4.0000
9.7931	205.0000	4.0000
9.8441	191.0000	4.0000
9.8946	200.0000	4.0000
9.9636	409.0000	4.0000
10.0142	398.0000	4.0000
10.0651	205.0000	4.0000
10.1156	186.0000	4.0000
10.1664	200.0000	4.0000
10.2168	391.0000	4.0000
10.2675	414.0000	4.0000
10.3185	226.0000	4.0000
10.3691	191.0000	4.0000
10.4192	196.0000	4.0000
10.4953	409.0000	4.0000
10.5458	395.0000	4.0000
10.5960	199.0000	4.0000
10.6465	187.0000	4.0000
10.6970	222.0000	4.0000
10.7471	403.0000	4.0000
10.7976	405.0000	4.0000
10.8477	204.0000	4.0000
10.8981	192.0000	4.0000
10.9483	211.0000	4.0000
10.9983	395.0000	4.0000
11.0488	409.0000	4.0000
11.0992	215.0000	4.0000
11.1497	186.0000	4.0000
11.2005	199.0000	4.0000
11.2506	391.0000	4.0000
11.3007	413.0000	4.0000
11.3516	213.0000	4.0000
11.4021	192.0000	4.0000
11.4529	201.0000	4.0000
11.5031	384.0000	4.0000
11.5538	413.0000	4.0000
11.6046	232.0000	4.0000
11.6549	186.0000	4.0000
11.7058	193.0000	4.0000
11.7561	377.0000	4.0000
11.8063	416.0000	4.0000
11.8571	240.0000	4.0000
11.9073	192.0000	4.0000
11.9575	196.0000	4.0000
