0.0050
1.0012	320.0000	0.0000
1.0028	315.0000	0.0000
1.0043	313.0000	0.0000
1.0057	310.0000	0.0000
1.0074	309.0000	0.0000
1.0091	307.0000	0.0000
1.0107	305.0000	0.0000
1.0123	304.0000	0.0000
1.0139	304.0000	0.0000
1.0156	305.0000	0.0000
1.0173	307.0000	0.0000
1.0189	310.0000	0.0000
1.0205	316.0000	0.0000
1.0221	322.0000	0.0000
1.0236	328.0000	0.0000
1.0252	334.0000	0.0000
1.0267	340.0000	0.0000
1.0282	346.0000	0.0000
1.0297	356.0000	0.0000
1.0313	374.0000	0.0000
1.0329	395.0000	0.0000
1.0344	417.0000	0.0000
1.0359	440.0000	0.0000
1.0374	461.0000	0.0000
1.0390	479.0000	0.0000
1.0405	494.0000	0.0000
1.0420	507.0000	0.0000
1.0436	518.0000	0.0000
1.0451	528.0000	0.0000
1.0466	537.0000	0.0000
1.0482	545.0000	0.0000
1.0497	551.0000	0.0000
1.0512	522.0000	0.0000
1.0527	550.0000	0.0000
1.0543	540.0000	0.0000
1.0558	526.0000	0.0000
1.0573	509.0000	0.0000
1.0588	493.0000	0.0000
1.0604	477.0000	0.0000
1.0620	463.0000	0.0000
1.0635	451.0000	0.0000
1.0654	433.0000	0.0000
1.0670	410.0000	0.0000
1.0685	387.0000	0.0000
1.0719	349.0000	0.0000
1.0734	339.0000	0.0000
1.0749	330.0000	0.0000
1.0768	321.0000	0.0000
1.0794	318.0000	0.0000
1.0810	316.0000	0.0000
1.0825	314.0000	0.0000
1.0839	313.0000	0.0000
1.0854	310.0000	0.0000
1.0872	310.0000	0.0000
1.0889	311.0000	0.0000
1.0905	314.0000	0.0000
1.0924	319.0000	0.0000
1.0940	324.0000	0.0000
1.0956	330.0000	0.0000
1.0972	337.0000	0.0000
1.0988	344.0000	0.0000
1.1008	353.0000	0.0000
1.1024	367.0000	0.0000
1.1039	385.0000	0.0000
1.1054	407.0000	0.0000
1.1070	431.0000	0.0000
1.1086	456.0000	0.0000
1.1103	476.0000	0.0000
1.1120	493.0000	0.0000
1.1137	509.0000	0.0000
1.1154	522.0000	0.0000
1.1171	533.0000	0.0000
1.1187	542.0000	0.0000
1.1204	550.0000	0.0000
1.1220	557.0000	0.0000
1.1235	563.0000	0.0000
1.1251	566.0000	0.0000
