0.00	656.00
0.00	649.00
0.01	639.00
0.02	616.00
0.03	611.00
0.04	603.00
0.05	618.00
0.06	652.00
0.07	674.00
0.08	656.00
0.09	610.00
0.10	580.00
0.11	607.00
0.12	649.00
0.13	676.00
0.14	635.00
0.15	586.00
0.16	581.00
0.17	615.00
0.18	658.00
0.19	666.00
0.20	646.00
0.21	605.00
0.22	599.00
0.23	608.00
0.24	622.00
0.25	641.00
0.26	643.00
0.27	622.00
0.28	608.00
0.29	590.00
0.30	613.00
0.31	639.00
0.32	671.00
0.33	658.00
0.34	604.00
0.35	577.00
0.36	588.00
0.37	641.00
0.38	672.00
0.39	639.00
0.40	597.00
0.41	575.00
0.42	601.00
0.43	642.00
0.44	659.00
0.45	656.00
0.46	616.00
0.47	604.00
0.48	603.00
0.49	615.00
0.50	632.00
0.51	644.00
0.52	644.00
0.53	606.00
0.54	587.00
0.55	594.00
0.56	633.00
0.57	672.00
0.58	671.00
0.59	634.00
0.60	586.00
0.61	577.00
0.62	616.00
0.63	659.00
0.64	659.00
0.65	610.00
0.66	581.00
0.67	593.00
0.68	628.00
0.69	652.00
0.70	655.00
0.71	632.00
0.72	614.00
0.73	607.00
0.74	593.00
0.75	623.00
0.76	643.00
0.77	652.00
0.78	634.00
0.79	593.00
0.80	584.00
0.81	616.00
0.82	659.00
0.83	681.00
0.84	638.00
0.85	588.00
0.86	573.00
0.87	603.00
0.88	655.00
0.89	661.00
0.90	625.00
0.91	589.00
0.92	591.00
0.93	619.00
0.94	642.00
0.95	653.00
0.96	648.00
0.97	627.00
0.98	618.00
0.99	596.00
1.00	606.00
1.01	643.00
1.02	652.00
1.03	649.00
1.04	605.00
1.05	582.00
1.06	610.00
1.07	660.00
1.08	684.00
1.09	660.00
1.10	605.00
1.11	583.00
1.12	604.00
1.13	641.00
1.14	663.00
1.15	642.00
1.16	607.00
1.17	605.00
1.18	610.00
1.19	630.00
1.20	646.00
1.21	655.00
1.22	649.00
1.23	626.00
1.24	602.00
1.25	592.00
1.26	628.00
1.27	665.00
1.28	661.00
1.29	627.00
1.30	585.00
1.31	589.00
1.32	638.00
1.33	679.00
1.34	677.00
1.35	629.00
1.36	589.00
1.37	601.00
1.38	626.00
1.39	655.00
1.40	650.00
1.41	629.00
1.42	604.00
1.43	609.00
1.44	618.00
1.45	637.00
1.46	658.00
1.47	658.00
1.48	640.00
1.49	599.00
1.50	581.00
1.51	616.00
1.52	651.00
1.53	674.00
1.54	632.00
1.55	587.00
1.56	586.00
1.57	620.00
1.58	671.00
1.59	675.00
1.60	641.00
1.61	603.00
1.62	593.00
1.63	620.00
1.64	644.00
1.65	651.00
1.66	639.00
1.67	619.00
1.68	615.00
1.69	607.00
1.70	623.00
1.71	649.00
1.72	664.00
1.73	659.00
1.74	612.00
1.75	580.00
1.76	605.00
1.77	648.00
1.78	675.00
1.79	645.00
1.80	595.00
1.81	584.00
1.82	610.00
1.83	659.00
1.84	674.00
1.85	649.00
1.86	610.00
1.87	599.00
1.88	615.00
1.89	633.00
1.90	648.00
1.91	647.00
1.92	626.00
1.93	614.00
1.94	604.00
1.95	616.00
1.96	647.00
1.97	677.00
1.98	664.00
1.99	623.00
2.00	583.00
2.01	592.00
2.02	645.00
2.03	678.00
2.04	661.00
2.05	606.00
2.06	584.00
2.07	610.00
2.08	655.00
2.09	674.00
2.10	661.00
2.11	617.00
2.12	610.00
2.13	617.00
2.14	623.00
2.15	647.00
2.16	648.00
2.17	638.00
2.18	625.00
2.19	600.00
2.20	606.00
2.21	637.00
2.22	671.00
2.23	669.00
2.24	626.00
2.25	584.00
2.26	585.00
2.27	631.00
2.28	675.00
2.29	667.00
2.30	612.00
2.31	585.00
2.32	609.00
2.33	649.00
2.34	669.00
2.35	665.00
2.36	628.00
2.37	616.00
2.38	613.00
2.39	625.00
2.40	642.00
2.41	652.00
2.42	648.00
2.43	627.00
2.44	608.00
2.45	604.00
2.46	635.00
2.47	674.00
2.48	676.00
2.49	642.00
2.50	593.00
2.51	585.00
2.52	630.00
2.53	674.00
2.54	671.00
2.55	622.00
2.56	589.00
2.57	604.00
2.58	645.00
2.59	671.00
2.60	668.00
2.61	635.00
2.62	617.00
2.63	614.00
2.64	610.00
2.65	634.00
2.66	649.00
2.67	657.00
2.68	632.00
2.69	613.00
2.70	602.00
2.71	628.00
2.72	673.00
2.73	683.00
2.74	638.00
2.75	601.00
2.76	584.00
2.77	625.00
2.78	670.00
2.79	668.00
2.80	633.00
2.81	591.00
2.82	601.00
2.83	637.00
2.84	663.00
2.85	665.00
2.86	645.00
2.87	623.00
2.88	618.00
2.89	612.00
2.90	631.00
2.91	656.00
2.92	657.00
2.93	640.00
2.94	613.00
2.95	599.00
2.96	627.00
2.97	677.00
2.98	684.00
2.99	655.00
3.00	604.00
3.01	587.00
3.02	624.00
3.03	672.00
3.04	679.00
3.05	635.00
3.06	595.00
3.07	605.00
3.08	636.00
3.09	661.00
3.10	665.00
3.11	647.00
3.12	629.00
3.13	621.00
3.14	619.00
3.15	629.00
3.16	650.00
3.17	659.00
3.18	640.00
3.19	604.00
3.20	599.00
3.21	619.00
3.22	662.00
3.23	681.00
3.24	652.00
3.25	597.00
3.26	582.00
3.27	613.00
3.28	663.00
3.29	671.00
3.30	644.00
3.31	596.00
3.32	598.00
3.33	632.00
3.34	654.00
3.35	669.00
3.36	651.00
3.37	630.00
3.38	622.00
3.39	613.00
3.40	622.00
3.41	647.00
3.42	664.00
3.43	646.00
3.44	616.00
3.45	595.00
3.46	613.00
3.47	660.00
3.48	687.00
3.49	655.00
3.50	602.00
3.51	582.00
3.52	599.00
3.53	647.00
3.54	671.00
3.55	642.00
3.56	600.00
3.57	602.00
3.58	623.00
3.59	652.00
3.60	662.00
3.61	654.00
3.62	641.00
3.63	626.00
3.64	609.00
3.65	612.00
3.66	638.00
3.67	666.00
3.68	650.00
3.69	619.00
3.70	587.00
3.71	603.00
3.72	652.00
3.73	685.00
3.74	671.00
3.75	618.00
3.76	582.00
3.77	601.00
3.78	646.00
3.79	670.00
3.80	652.00
3.81	608.00
3.82	601.00
3.83	614.00
3.84	633.00
3.85	647.00
3.86	655.00
3.87	646.00
3.88	630.00
3.89	599.00
3.90	595.00
3.91	621.00
3.92	657.00
3.93	659.00
3.94	619.00
3.95	592.00
3.96	585.00
3.97	629.00
3.98	677.00
3.99	672.00
4.00	640.00
4.01	591.00
4.02	588.00
4.03	625.00
4.04	651.00
4.05	651.00
4.06	626.00
4.07	601.00
4.08	608.00
4.09	597.00
4.10	626.00
4.11	651.00
4.12	659.00
4.13	649.00
4.14	612.00
4.15	581.00
4.16	595.00
4.17	641.00
4.18	670.00
4.19	650.00
4.20	595.00
4.21	578.00
4.22	599.00
4.23	650.00
4.24	676.00
4.25	656.00
4.26	614.00
4.27	595.00
4.28	608.00
4.29	625.00
4.30	639.00
4.31	647.00
4.32	633.00
4.33	622.00
4.34	602.00
4.35	599.00
4.36	630.00
4.37	663.00
4.38	678.00
4.39	636.00
4.40	591.00
4.41	578.00
4.42	630.00
4.43	656.00
4.44	677.00
4.45	621.00
4.46	587.00
4.47	597.00
4.48	620.00
4.49	654.00
4.50	662.00
4.51	648.00
4.52	627.00
4.53	618.00
4.54	606.00
4.55	613.00
4.56	640.00
4.57	661.00
4.58	650.00
4.59	619.00
4.60	590.00
4.61	600.00
4.62	647.00
4.63	684.00
4.64	679.00
4.65	624.00
4.66	582.00
4.67	597.00
4.68	633.00
4.69	664.00
4.70	655.00
4.71	614.00
4.72	600.00
4.73	610.00
4.74	626.00
4.75	645.00
4.76	657.00
4.77	655.00
4.78	638.00
4.79	615.00
4.80	593.00
4.81	618.00
4.82	656.00
4.83	674.00
4.84	631.00
4.85	599.00
4.86	585.00
4.87	623.00
4.88	669.00
4.89	675.00
4.90	644.00
4.91	596.00
4.92	588.00
4.93	618.00
4.94	645.00
4.95	648.00
4.96	636.00
4.97	608.00
4.98	609.00
4.99	614.00
5.00	631.00
