0.00	590.00
0.01	639.00
0.02	680.00
0.03	674.00
0.04	614.00
0.05	573.00
0.06	582.00
0.07	593.00
0.08	617.00
0.09	643.00
0.10	673.00
0.11	668.00
0.12	640.00
0.13	578.00
0.14	548.00
0.15	566.00
0.16	638.00
0.17	688.00
0.18	669.00
0.19	606.00
0.20	567.00
0.21	576.00
0.22	604.00
0.23	624.00
0.24	651.00
0.25	663.00
0.26	665.00
0.27	628.00
0.28	574.00
0.29	552.00
0.30	593.00
0.31	646.00
0.32	694.00
0.33	664.00
0.34	595.00
0.35	568.00
0.36	574.00
0.37	608.00
0.38	630.00
0.39	657.00
0.40	672.00
0.41	653.00
0.42	626.00
0.43	571.00
0.44	555.00
0.45	601.00
0.46	654.00
0.47	693.00
0.48	658.00
0.49	584.00
0.50	565.00
0.51	589.00
0.52	615.00
0.53	641.00
0.54	659.00
0.55	657.00
0.56	644.00
0.57	611.00
0.58	566.00
0.59	560.00
0.60	601.00
0.61	668.00
0.62	695.00
0.63	640.00
0.64	571.00
0.65	552.00
0.66	581.00
0.67	624.00
0.68	652.00
0.69	663.00
0.70	648.00
0.71	633.00
0.72	606.00
0.73	564.00
0.74	568.00
0.75	613.00
0.76	675.00
0.77	691.00
0.78	621.00
0.79	569.00
0.80	559.00
0.81	595.00
0.82	635.00
0.83	663.00
0.84	665.00
0.85	650.00
0.86	628.00
0.87	595.00
0.88	574.00
0.89	576.00
0.90	628.00
0.91	683.00
0.92	685.00
0.93	609.00
0.94	564.00
0.95	555.00
0.96	601.00
0.97	644.00
0.98	670.00
0.99	664.00
1.00	639.00
1.01	622.00
1.02	590.00
1.03	573.00
1.04	580.00
1.05	636.00
1.06	689.00
1.07	675.00
1.08	622.00
1.09	558.00
1.10	560.00
1.11	606.00
1.12	651.00
1.13	673.00
1.14	666.00
1.15	631.00
1.16	619.00
1.17	590.00
1.18	578.00
1.19	589.00
1.20	646.00
1.21	689.00
1.22	670.00
1.23	613.00
1.24	554.00
1.25	562.00
1.26	613.00
1.27	656.00
1.28	668.00
1.29	660.00
1.30	629.00
1.31	612.00
1.32	592.00
1.33	567.00
1.34	594.00
1.35	654.00
1.36	692.00
1.37	674.00
1.38	600.00
1.39	552.00
1.40	566.00
1.41	621.00
1.42	659.00
1.43	675.00
1.44	652.00
1.45	620.00
1.46	608.00
1.47	584.00
1.48	579.00
1.49	607.00
1.50	662.00
1.51	692.00
1.52	649.00
1.53	594.00
1.54	548.00
1.55	569.00
1.56	621.00
1.57	671.00
1.58	677.00
1.59	647.00
1.60	616.00
1.61	594.00
1.62	591.00
1.63	580.00
1.64	616.00
1.65	668.00
1.66	682.00
1.67	650.00
1.68	576.00
1.69	549.00
1.70	581.00
1.71	644.00
1.72	681.00
1.73	674.00
1.74	636.00
1.75	607.00
1.76	592.00
1.77	592.00
1.78	588.00
1.79	627.00
1.80	672.00
1.81	685.00
1.82	642.00
1.83	572.00
1.84	546.00
1.85	588.00
1.86	653.00
1.87	685.00
1.88	676.00
1.89	633.00
1.90	599.00
1.91	599.00
1.92	596.00
1.93	597.00
1.94	634.00
1.95	672.00
1.96	679.00
1.97	613.00
1.98	566.00
1.99	548.00
2.00	595.00
2.01	663.00
2.02	682.00
2.03	673.00
2.04	614.00
2.05	581.00
2.06	591.00
2.07	592.00
2.08	603.00
2.09	647.00
2.10	666.00
2.11	668.00
2.12	614.00
2.13	557.00
2.14	552.00
2.15	590.00
2.16	662.00
2.17	689.00
2.18	659.00
2.19	609.00
2.20	582.00
2.21	593.00
2.22	595.00
2.23	612.00
2.24	652.00
2.25	671.00
2.26	665.00
2.27	604.00
2.28	551.00
2.29	553.00
2.30	608.00
2.31	673.00
2.32	686.00
2.33	647.00
2.34	597.00
2.35	576.00
2.36	593.00
2.37	596.00
2.38	622.00
2.39	650.00
2.40	667.00
2.41	653.00
2.42	594.00
2.43	551.00
2.44	560.00
2.45	621.00
2.46	683.00
2.47	682.00
2.48	651.00
2.49	587.00
2.50	577.00
2.51	595.00
2.52	598.00
2.53	633.00
2.54	656.00
2.55	670.00
2.56	647.00
2.57	581.00
2.58	558.00
2.59	567.00
2.60	632.00
2.61	687.00
2.62	694.00
2.63	636.00
2.64	576.00
2.65	578.00
2.66	601.00
2.67	610.00
2.68	645.00
2.69	661.00
2.70	665.00
2.71	629.00
2.72	589.00
2.73	555.00
2.74	579.00
2.75	650.00
2.76	687.00
2.77	685.00
2.78	618.00
2.79	570.00
2.80	579.00
2.81	602.00
2.82	620.00
2.83	651.00
2.84	657.00
2.85	650.00
2.86	621.00
2.87	576.00
2.88	556.00
2.89	592.00
2.90	656.00
2.91	697.00
2.92	668.00
2.93	596.00
2.94	557.00
2.95	569.00
2.96	608.00
2.97	636.00
2.98	656.00
2.99	657.00
3.00	632.00
3.01	611.00
3.02	576.00
3.03	565.00
3.04	616.00
3.05	664.00
3.06	700.00
3.07	657.00
3.08	585.00
3.09	553.00
3.10	572.00
3.11	617.00
3.12	646.00
3.13	657.00
3.14	645.00
3.15	618.00
3.16	603.00
3.17	584.00
3.18	576.00
3.19	620.00
3.20	675.00
3.21	693.00
3.22	635.00
3.23	583.00
3.24	551.00
3.25	580.00
3.26	626.00
3.27	651.00
3.28	668.00
3.29	640.00
3.30	614.00
3.31	597.00
3.32	583.00
3.33	580.00
3.34	631.00
3.35	679.00
3.36	690.00
3.37	625.00
3.38	573.00
3.39	547.00
3.40	588.00
3.41	637.00
3.42	660.00
3.43	665.00
3.44	629.00
3.45	608.00
3.46	594.00
3.47	572.00
3.48	597.00
3.49	642.00
3.50	686.00
3.51	681.00
3.52	629.00
3.53	563.00
3.54	553.00
3.55	600.00
3.56	650.00
3.57	673.00
3.58	653.00
3.59	612.00
3.60	587.00
3.61	596.00
3.62	589.00
3.63	613.00
3.64	660.00
3.65	690.00
3.66	672.00
3.67	607.00
3.68	557.00
3.69	557.00
3.70	612.00
3.71	661.00
3.72	679.00
3.73	648.00
3.74	599.00
3.75	595.00
3.76	595.00
3.77	597.00
3.78	628.00
3.79	667.00
3.80	677.00
3.81	659.00
3.82	600.00
3.83	552.00
3.84	566.00
3.85	610.00
3.86	677.00
3.87	676.00
3.88	631.00
3.89	588.00
3.90	575.00
3.91	595.00
3.92	602.00
3.93	633.00
3.94	671.00
3.95	675.00
3.96	661.00
3.97	586.00
3.98	558.00
3.99	561.00
4.00	627.00
4.01	677.00
4.02	673.00
4.03	631.00
4.04	578.00
4.05	581.00
4.06	596.00
4.07	605.00
4.08	640.00
4.09	665.00
4.10	677.00
4.11	637.00
4.12	590.00
4.13	550.00
4.14	574.00
4.15	644.00
4.16	686.00
4.17	676.00
4.18	610.00
4.19	578.00
4.20	575.00
4.21	601.00
4.22	623.00
4.23	650.00
4.24	673.00
4.25	661.00
4.26	634.00
4.27	577.00
4.28	550.00
4.29	589.00
4.30	659.00
4.31	691.00
4.32	668.00
4.33	595.00
4.34	567.00
4.35	588.00
4.36	612.00
4.37	636.00
4.38	658.00
4.39	667.00
4.40	661.00
4.41	625.00
4.42	577.00
4.43	554.00
4.44	594.00
4.45	662.00
4.46	685.00
4.47	666.00
4.48	590.00
4.49	562.00
4.50	587.00
4.51	612.00
4.52	645.00
4.53	663.00
4.54	659.00
4.55	650.00
4.56	607.00
4.57	561.00
4.58	555.00
4.59	601.00
4.60	668.00
4.61	687.00
4.62	660.00
4.63	582.00
4.64	559.00
4.65	586.00
4.66	622.00
4.67	648.00
4.68	664.00
4.69	654.00
4.70	642.00
4.71	609.00
4.72	560.00
4.73	559.00
4.74	602.00
4.75	672.00
4.76	690.00
4.77	635.00
4.78	571.00
4.79	560.00
4.80	595.00
4.81	629.00
4.82	660.00
4.83	663.00
4.84	654.00
4.85	635.00
4.86	594.00
4.87	571.00
4.88	566.00
4.89	624.00
4.90	681.00
4.91	692.00
4.92	633.00
4.93	566.00
4.94	562.00
4.95	600.00
4.96	640.00
4.97	664.00
4.98	662.00
4.99	652.00
5.00	628.00
5.01	605.00
5.02	571.00
5.03	573.00
5.04	636.00
5.05	686.00
5.06	673.00
5.07	618.00
5.08	557.00
5.09	561.00
5.10	609.00
5.11	650.00
