0.00	556.00
0.00	544.00
0.01	527.00
0.02	529.00
0.03	540.00
0.04	543.00
0.05	543.00
0.06	568.00
0.07	616.00
0.08	655.00
0.09	676.00
0.10	676.00
0.11	672.00
0.12	664.00
0.13	651.00
0.14	607.00
0.15	562.00
0.16	535.00
0.17	527.00
0.18	542.00
0.19	532.00
0.20	531.00
0.21	541.00
0.22	591.00
0.23	638.00
0.24	663.00
0.25	670.00
0.26	669.00
0.27	668.00
0.28	654.00
0.29	621.00
0.30	562.00
0.31	535.00
0.32	533.00
0.33	540.00
0.34	532.00
0.35	530.00
0.36	546.00
0.37	584.00
0.38	637.00
0.39	664.00
0.40	669.00
0.41	671.00
0.42	678.00
0.43	669.00
0.44	638.00
0.45	585.00
0.46	543.00
0.47	541.00
0.48	544.00
0.49	536.00
0.50	520.00
0.51	528.00
0.52	562.00
0.53	608.00
0.54	642.00
0.55	657.00
0.56	663.00
0.57	676.00
0.58	668.00
0.59	630.00
0.60	580.00
0.61	542.00
0.62	545.00
0.63	545.00
0.64	536.00
0.65	528.00
0.66	538.00
0.67	579.00
0.68	622.00
0.69	654.00
0.70	661.00
0.71	672.00
0.72	681.00
0.73	675.00
0.74	640.00
0.75	586.00
0.76	550.00
0.77	549.00
0.78	548.00
0.79	537.00
0.80	523.00
0.81	530.00
0.82	564.00
0.83	609.00
0.84	643.00
0.85	655.00
0.86	665.00
0.87	679.00
0.88	671.00
0.89	643.00
0.90	578.00
0.91	549.00
0.92	542.00
0.93	543.00
0.94	542.00
0.95	524.00
0.96	538.00
0.97	574.00
0.98	621.00
0.99	647.00
1.00	666.00
1.01	672.00
1.02	677.00
1.03	673.00
1.04	642.00
1.05	590.00
1.06	552.00
1.07	548.00
1.08	549.00
1.09	536.00
1.10	524.00
1.11	533.00
1.12	567.00
1.13	613.00
1.14	642.00
1.15	658.00
1.16	667.00
1.17	677.00
1.18	671.00
1.19	642.00
1.20	578.00
1.21	548.00
1.22	542.00
1.23	544.00
1.24	532.00
1.25	526.00
1.26	537.00
1.27	576.00
1.28	632.00
1.29	652.00
1.30	667.00
1.31	672.00
1.32	678.00
1.33	678.00
1.34	641.00
1.35	594.00
1.36	554.00
1.37	550.00
1.38	550.00
1.39	535.00
1.40	524.00
1.41	533.00
1.42	571.00
1.43	615.00
1.44	645.00
1.45	659.00
1.46	666.00
1.47	679.00
1.48	674.00
1.49	629.00
1.50	580.00
1.51	547.00
1.52	541.00
1.53	546.00
1.54	532.00
1.55	530.00
1.56	542.00
1.57	592.00
1.58	634.00
1.59	660.00
1.60	668.00
1.61	678.00
1.62	684.00
1.63	674.00
1.64	640.00
1.65	589.00
1.66	551.00
1.67	548.00
1.68	548.00
1.69	540.00
1.70	520.00
1.71	532.00
1.72	569.00
1.73	614.00
1.74	643.00
1.75	656.00
1.76	666.00
1.77	677.00
1.78	669.00
1.79	628.00
1.80	579.00
1.81	546.00
1.82	550.00
1.83	546.00
1.84	535.00
1.85	526.00
1.86	540.00
1.87	592.00
1.88	632.00
1.89	655.00
1.90	667.00
1.91	675.00
1.92	682.00
1.93	677.00
1.94	645.00
1.95	583.00
1.96	555.00
1.97	550.00
1.98	547.00
1.99	526.00
2.00	520.00
2.01	531.00
2.02	565.00
2.03	608.00
2.04	639.00
2.05	653.00
2.06	664.00
2.07	676.00
2.08	672.00
2.09	627.00
2.10	576.00
2.11	546.00
2.12	547.00
2.13	547.00
2.14	536.00
2.15	531.00
2.16	550.00
2.17	592.00
2.18	636.00
2.19	662.00
2.20	668.00
2.21	674.00
2.22	679.00
2.23	674.00
2.24	627.00
2.25	583.00
2.26	551.00
2.27	546.00
2.28	546.00
